Domain,Full Name,Title,LinkedIn Profile
https://www.cape.co/,Nicholas Espinoza,Co-Founder,http://www.linkedin.com/in/nicholasjespinoza
https://www.cape.co/,John Doyle,"Founder, CEO",http://www.linkedin.com/in/john-doyle-48633227
https://www.cape.co/,Colleen Crawford,Chief of Staff,http://www.linkedin.com/in/colleenecrawford
https://www.cape.co/,David Dunn,Head of Engineering,http://www.linkedin.com/in/david-dunn-2643555b
https://zerosystems.com/,,,
https://sublime.security,,,
https://coactive.ai,William Rojas,Field CTO & Co-Founder,http://www.linkedin.com/in/williamgaviria
https://coactive.ai,Madina Diabate,Talent Acquisition,http://www.linkedin.com/in/mdiabate
https://coactive.ai,Cody Coleman,CEO & Co-Founder,http://www.linkedin.com/in/codyaustun
http://colovore.com,Peter Harrison,CTO & Co-Founder,http://www.linkedin.com/in/colovore
http://colovore.com,Sean Holzknecht,President & Co-Founder,http://www.linkedin.com/in/seanholzknecht
https://www.dripos.com,Jack Pawlik,"Co-Founder, President",http://www.linkedin.com/in/jack-pawlik
https://www.dripos.com,Avery Durrant,Co-Founder,http://www.linkedin.com/in/avery-durrant
https://www.dripos.com,Steven Wood,Director of Engineering,http://www.linkedin.com/in/woodstevend
https://www.bcore.com,Kimberly Oates,Talent Acquisition Partner,http://www.linkedin.com/in/kim-slaughter
https://www.bcore.com,Siby M.,Senior Talent Acquisition Partner,http://www.linkedin.com/in/sibym2
https://www.bcore.com,Walter Hamilton,Talent Acquisition Specialist,http://www.linkedin.com/in/walter-hamilton-iv-51b46120
https://www.bcore.com,Phil Nolan,COO,http://www.linkedin.com/in/phil-nolan-25a1591b
https://www.bcore.com,Jake Huffman,Chief Technology Officer,http://www.linkedin.com/in/jake-huffman-291b16a
https://www.bcore.com,Chad Kim,Chief Executive Officer,http://www.linkedin.com/in/chad-a-kim-27955545
https://www.tarsal.co,Manny Gundampalli,Co-Founder,http://www.linkedin.com/in/manny-gundampalli-6a982019b
https://www.tarsal.co,Sunny Rekhi,CEO,http://www.linkedin.com/in/sunny-rekhi
https://www.tarsal.co,Barrett Lyon,Chief Technology Officer,http://www.linkedin.com/in/blyon
https://www.tarsal.co,Tim Dietrich,Vice President of Engineering,http://www.linkedin.com/in/tim-dietrich-3735835
https://ritten.io,,,
https://ursaspace.com,Julie Baker,"Chief Operating Officer, Co-founder",http://www.linkedin.com/in/juliekilgorebaker
https://ursaspace.com,Adam Maher,CEO and Founder,http://www.linkedin.com/in/adam-maher-17969731
https://codesphere.com,,,
https://zora.co,,,
https://upflow.io,Barnaby Malet,Co-founder & CTO,http://www.linkedin.com/in/barnabymalet
https://upflow.io,Alex Louisy,"Co-founder, CEO",http://www.linkedin.com/in/alexlouisy
https://upflow.io,Noah Page,Leading CEO and Founder,http://www.linkedin.com/in/noah-page-1b6438272
https://upflow.io,Philippe Girolami,VP of Engineering,http://www.linkedin.com/in/philippegirolami
https://getbite.com,"Jeff H.
","Co-Founder, VP Partnerships + Strategic Initiatives",http://www.linkedin.com/in/canadajeff
https://getbite.com,Jurate Mikaite,Recruitment Manager,http://www.linkedin.com/in/jurate-mikaite-849a334
https://getbite.com,Oskar Magnusson,Co-Founder & COO,http://www.linkedin.com/in/oskar-magnusson-ba3870216
https://getbite.com,"Stas Nikiforov
",Co-Founder,http://www.linkedin.com/in/stasnikiforov
https://getbite.com,Astrid Lottmann,CEO,http://www.linkedin.com/in/astrid-lottmann-a812941a4
http://www.enertechcapital.com/,,,
https://www.shelterzoom.com/,Chao Cheng-Shorland,Co-Founder and CEO,http://www.linkedin.com/in/chaocheng-shorland
https://www.shelterzoom.com/,Dani Leca,VP of Product and Engineering,http://www.linkedin.com/in/danileca
https://www.shelterzoom.com/,Allen Alishahi,Co-Founder & President,https://www.linkedin.com/in/allen-alishahi-00707447/
https://simbian.ai,Alankrit Chona,Co-Founder & CTO,http://www.linkedin.com/in/alankrit-chona-927875a7
https://simbian.ai,Ambuj Kumar,Co-founder and CEO,http://www.linkedin.com/in/ambujkumar
https://gg4l.com,,,
https://flowgpt.com,,,
https://www.apptechcorp.com,,,
https://www.clinicalresearch.io/,"Gina Arriaga
",Sr. Technical Recruiter,http://www.linkedin.com/in/ginamagnesi
https://www.clinicalresearch.io/,Raymond N.,Co-founder & Co-CEO,http://www.linkedin.com/in/raymond-nomizu
https://www.clinicalresearch.io/,"Jonathan A.
",President and COO,http://www.linkedin.com/in/jonathan-a-592361
https://www.clinicalresearch.io/,Matt Salafia,Vice President Of Engineering,http://www.linkedin.com/in/matthewsalafia
https://nps.ai/,,,
https://g2rl.com/,,,
https://activenav.com/,,,
https://zanskar.us,,,
https://anetac.com,,,
https://bedrock.security,"Pranava Adduri
","Co-Founder, CTO",http://www.linkedin.com/in/padduri
https://bedrock.security,"Ganesha Shanmuganathan
","Co-Founder, Chief Architect",http://www.linkedin.com/in/ganesha-shanmuganathan-33aa8310
https://bedrock.security,Bruno Kurtic,CEO,http://www.linkedin.com/in/bkurtic
https://nagomi.security,,,
https://www.pipedreams.com,Allison Brockway,Recruiter,http://www.linkedin.com/in/allison-brockway
https://www.pipedreams.com,Justin Nelson,Recruiter,http://www.linkedin.com/in/justin-nelson-2526462b
https://www.pipedreams.com,Tyler Green,Co-Founder,http://www.linkedin.com/in/tyler-green-1b97a623
https://www.pipedreams.com,Lemar Hight,President & COO,http://www.linkedin.com/in/lemar-hight-418a363
https://www.pipedreams.com,Shay Matasaro,Head of Engineering,http://www.linkedin.com/in/shay-matasaro-68618415
https://www.pipedreams.com,Dan Laufer,CEO,http://www.linkedin.com/in/dlaufer
https://www.breachbits.com,,,
https://www.halfmore.co,,,
https://efficient.computer/,Julie McGoldrick,Director of People Operations,http://www.linkedin.com/in/juliemcgoldrickphr
https://efficient.computer/,Graham Gobieski,Chief Technology Officer,http://www.linkedin.com/in/gobieski
https://efficient.computer/,Brandon Lucia,Co-founder & CEO,https://www.linkedin.com/in/brandon-lucia-0767792/
https://www.kytheralabs.com/,,,
https://www.evosecurity.com,Michael Roth,CEO and Founder,http://www.linkedin.com/in/michael-roth-693468171
https://www.evosecurity.com,Scott Baldwin,VP of Engineering,http://www.linkedin.com/in/scottsbaldwin
https://contlo.com,,,
https://www.expanso.io,David Aronchick,CEO,http://www.linkedin.com/in/aronchick
https://neubird.ai/,Gou Rao,Co-Founder,http://www.linkedin.com/in/gouthamrao
https://neubird.ai/,Vinod Jayaraman,Co-Founder,https://www.linkedin.com/in/vinodjayaraman/
https://permiso.io/,,,
https://www.supplywisdom.com,,,
http://www.simr.com/,,,
https://blackbird.health,,,
https://www.draftwise.com/,Emre Ozen,Chief Technology Officer and Co-Founder,http://www.linkedin.com/in/ozenemre
https://www.draftwise.com/,Ozan Yalti,Co-Founder,http://www.linkedin.com/in/ozanyalti
https://www.draftwise.com/,James Ding,Chief Executive Officer,http://www.linkedin.com/in/jamding
https://www.finaloffer.com/,Judd Hoffman,Co-Founder and Chief Investment Officer,http://www.linkedin.com/in/hoffmanjudd
https://www.finaloffer.com/,"Tim Quirk
",Co-Founder,http://www.linkedin.com/in/timquirk
https://www.finaloffer.com/,Danko Fatovic,Co-Founder & Co-CEO,http://www.linkedin.com/in/jdfatovic
https://www.finaloffer.com/,Rebecca Guthrie,Chief Operating Officer,http://www.linkedin.com/in/rebeccasuarezguthrie
https://www.lagrange.dev,,,
https://www.changeengine.com,,,
https://www.brixtonbio.com/,,,
https://www.axiomcloud.ai/,,,
https://proof.io,,,
http://www.unify.ai,,,
https://www.auxili.us/,"Adam Weisman
",co-founder & CEO,http://www.linkedin.com/in/adamweisman
https://www.auxili.us/,"Cem Oztas
",VP of Engineering,http://www.linkedin.com/in/cem-oztas-b7a8ab12
https://www.auxili.us/,Yusuf Yaman,Senior Director Of Engineering,http://www.linkedin.com/in/yusuf-yaman-1145b8
https://www.auxili.us/,Kristen Lueck,VP of Ops,http://www.linkedin.com/in/kblueck
https://www.auxili.us/,Libby Hauser,SVP Product Strategy & Operations,http://www.linkedin.com/in/libby-hauser-47b234101
https://passes.com,Patrick Zhang,CTO,http://www.linkedin.com/in/patrick-zhang-956a911b5
https://passes.com,Lucy Guo,Chief Executive Officer,http://www.linkedin.com/in/lucy-guo-a7804955
https://www.durolabs.co,,,
https://raiinmaker.com,,,
https://www.alethea.com/,"Madina Farid
",Talent,http://www.linkedin.com/in/madina-farid-a3260857
https://www.alethea.com/,Lisa Kaplan,Founder and CEO,http://www.linkedin.com/in/lisa-kaplan-77162a23
https://www.alethea.com/,Fiona Taylor,Chief Operating Officer,http://www.linkedin.com/in/fiona-taylor-summary
https://www.alethea.com/,Nick Matviko,Head of Engineering,http://www.linkedin.com/in/nickmatviko
https://www.alethea.com/,Yi Becker,VP of Engineering,http://www.linkedin.com/in/yisbecker
https://www.onefootprint.com/,,,
https://qualiti.ai/,,,
https://www.privateer.com,Michael Moskwinski,Chief Technology Officer,http://www.linkedin.com/in/michaelmoskwinski
https://www.privateer.com,Alex Fielding ,CEO & Chairman,https://www.linkedin.com/in/ripcord/
https://www.privateer.com,Moriba Jah,"Co-Founder, Chief Scientist",https://www.linkedin.com/in/jahniverse/
https://www.privateer.com,Justin Bellucci,Senior Director of Engineering,https://www.linkedin.com/in/justin-bellucci/
https://www.navix.io,,,
http://facefirst.com,,,
https://www.topl.co,,,
https://www.stringr.com,,,
https://intraprisehealth.com/,,,
http://www.thesummitgrp.com,,,
http://rockstepsolutions.com,,,
https://www.muralhealth.com,Samuel Whitaker,Co-Founder & Co-CEO,http://www.linkedin.com/in/samuel-whitaker-50402a10
https://www.muralhealth.com,Nicole Kerr,Chief Operating Officer,http://www.linkedin.com/in/nicolenackleykerr
https://www.muralhealth.com,Mike Remaker,Chief Technology Officer,http://www.linkedin.com/in/mremaker
https://www.withluminary.com/,David Barnard,Founder and CEO,http://www.linkedin.com/in/david-barnard-6383b6a4
https://www.withluminary.com/,"Dave Geme
",Co-Founder & CPO,http://www.linkedin.com/in/dave-st-geme-96075422
https://www.withluminary.com/,Ian Lyons,Co-founder & Head of Engineering,http://www.linkedin.com/in/ilyons
https://www.cybersaint.io,,,
https://www.clique.tech/,,,
https://www.hdata.us,Yuval Lubowich,Co-Founder and CTO,http://www.linkedin.com/in/yuvallubowich
https://www.hdata.us,Hudson Hollister,Co-Founder and CEO,https://www.linkedin.com/in/hudsonhollister/
https://www.strikeready.co,,,
https://tara.ai/,,,
http://www.theradaptive.com,"Luis Alvarez
",Chief Executive Officer & Founder,http://www.linkedin.com/in/luis-alvarez-758a981
http://www.theradaptive.com,David Stewart,Chief Operating Officer,http://www.linkedin.com/in/david-stewart-b563948
http://www.theradaptive.com,Jill Dunty,Director Of Operations,http://www.linkedin.com/in/jill-dunty-a142605
http://www.peakmetrics.com,,,
https://www.turnkey.io/,,,
https://www.pyte.ai,,,
https://www.kiki.world,,,
https://www.vorlonsecurity.com,Amichay Spivak,"CTO, co-founder",http://www.linkedin.com/in/amichay-spivak-2021b747
https://www.vorlonsecurity.com,Amir Khayat,CEO & Co-Founder,http://www.linkedin.com/in/amir-khayat-a1117317
https://www.vorlonsecurity.com,"Jessica Nakamura
",Chief of Staff,http://www.linkedin.com/in/jessica-nakamura
https://www.vorlonsecurity.com,Sasiel Saadon,Director of Engineering,http://www.linkedin.com/in/sasielsaadon
https://mitosis.org,,,
https://www.talentbloom.ai,,,
https://www.ohanafy.com,Davis Bryson,Co-Founder,http://www.linkedin.com/in/davisbryson
https://www.ohanafy.com,Ian Padrick,Founder & CEO,http://www.linkedin.com/in/ianpadrick
https://www.zafran.io,Ben Seri,Co-Founder & CTO,http://www.linkedin.com/in/ben-seri-176bb9191
https://www.zafran.io,"Meshi Betzer
",Talent Acquisition Specialist,http://www.linkedin.com/in/meshi-betzer-034746110
https://www.zafran.io,Karin Carmeli,Global Talent Acquisition,http://www.linkedin.com/in/karincarmeli
https://www.zafran.io,Sanaz Yashar,Co-Founder & CEO,http://www.linkedin.com/in/sanaz-yashar-3b639569
https://www.zafran.io,Snir Havd,Co-Founder & CPO,http://www.linkedin.com/in/snir-havdala-332958106
https://www.zafran.io,Eva Bijaoui,Head of Engineering,http://www.linkedin.com/in/eva-bijaoui-9a542bba
https://www.elementaryrobotics.com,,,
http://www.tradesun.com,,,
http://www.stratyfy.com,Dmitry Lesnik,Co-founder & Chief Data Scientist,http://www.linkedin.com/in/dmitrylesnik
http://www.stratyfy.com,"Laura Kornhauser
",CEO and Co-Founder,http://www.linkedin.com/in/laura-kornhauser-43795868
http://www.stratyfy.com,Deniz Johnson,Chief Operating Officer,http://www.linkedin.com/in/denizajohnson
http://www.stratyfy.com,Valerie W.,Director of Engineering,http://www.linkedin.com/in/avwilks
http://azuro.org,,,
https://moduleq.com/,,,
https://www.opmed.ai/,Avi Paz,Co-Founder & CTO,http://www.linkedin.com/in/avi-paz
https://www.opmed.ai/,Dganit Fainer,Recruitment Manager,http://www.linkedin.com/in/dganitfainer
https://www.opmed.ai/,Mor Brokman,Co-Founder & CEO,http://www.linkedin.com/in/mor-brokman-667b8414
http://www.ruralhome.org/,,,
https://www.breachrx.com/,,,
https://clazar.io,,,
https://www.singlefile.io,,,
https://www.helport.ai/,,,
https://retextion.com/,Gina Perrelli,Co-Founder & CEO,https://www.linkedin.com/in/ginaperrelli/
https://retextion.com/,Sreyas Paravastu,Head of People & Talent,https://www.linkedin.com/in/sreyas/
https://retextion.com/,Josh Rombach,Director of Finance & Operations,https://www.linkedin.com/in/joshrombach/
https://retextion.com/,Stephanie Brubaker,Chief Technology Officer,https://www.linkedin.com/in/sjbrubaker/
https://retextion.com/,Taylor Cawiezell,Co-founder and Head of Innovation,https://www.linkedin.com/in/taylor-cawiezell-23588117a/
http://www.nmsdc.org/,"Leahanne Thomas
",Chief Operating Officer,http://www.linkedin.com/in/leahannethomas
http://www.nmsdc.org/,"Hiren Vakharia
",Chief Technology Officer,http://www.linkedin.com/in/hirenvakharia
http://www.nmsdc.org/,"Ying McGuire
","Chief Executive Officer and President, Board Member",http://www.linkedin.com/in/yingmcguire
https://www.sprih.com,,,
https://baselayerhq.com/,Timothy Hyde,Co-founder & CTO,http://www.linkedin.com/in/timothy-hyde-65429889
https://baselayerhq.com/,Jonathan Awad,"Co-Founder, CEO",http://www.linkedin.com/in/jsawadd
https://baselayerhq.com/,John Jacobs,Co-Founder,http://www.linkedin.com/in/john-jacobs-56829a179
https://brevian.ai/,,,
https://www.vitaltech.com,,,
https://www.getflexpoint.com,,,
http://www.cognius.com/,,,
https://www.lokker.com/,Ian Cohen,Founder & CEO,http://www.linkedin.com/in/iandcohen
https://www.lokker.com/,Peter Joles,Head of Engineering,http://www.linkedin.com/in/peterjoles
https://www.lokker.com/,Mitch Schussler,CTO,http://www.linkedin.com/in/mitch-schussler-aa9a4b2b1
http://www.go-eka.com/,,,
https://www.crashoverride.com,,,
https://techgrid.com/,,,
http://buzzsolutions.co/,Kaitlyn Albertoli,CEO & Co-founder,http://www.linkedin.com/in/kaitlyn-claire-albertoli
http://buzzsolutions.co/,"Hammad Alvi
",Founder,http://www.linkedin.com/in/hammad-alvi-237b6726a
http://buzzsolutions.co/,Vikhyat Chaudhry,Founder,http://www.linkedin.com/in/vikhyatchaudhry
https://www.prescient-ai.io/,,,
https://phinsec.io/,,,
https://moonbeam.network/,,,
http://www.simulations-plus.com,"Brian Musser
",Senior Recruitment Manager,http://www.linkedin.com/in/brianmmusser
http://www.simulations-plus.com,Will Frederick,CFO and COO,http://www.linkedin.com/in/williamfrederick
http://www.simulations-plus.com,Erik Guffrey,Chief Technology & Solutions Officer,http://www.linkedin.com/in/erikguffrey
http://www.simulations-plus.com,Shawn Oconnor,Chief Executive Officer,http://www.linkedin.com/in/shawn-oconnor-7118908
https://www.flexnode.io,,,
https://clearbrief.com,,,
https://www.pump.co,Spandana Nakka,Founder & CEO,http://www.linkedin.com/in/spndn07
https://www.pump.co,Paul Russo,Chief of Staff,http://www.linkedin.com/in/paul-russo-
https://mallardbay.com/,,,
https://www.mermaidchart.com/,,,
https://nexis.network,,,
https://blackwellsecurity.com,Jaclyn Miller,"Co-Founder, President & Chief Operations Officer (COO)",http://www.linkedin.com/in/jaclynimiller
https://blackwellsecurity.com,"Jason Lee
",Co-Founder,http://www.linkedin.com/in/jalee1011
https://blackwellsecurity.com,Geyer Jones,Chief Executive Officer,http://www.linkedin.com/in/geyer-jones-30b144
https://blackwellsecurity.com,"Chris Bjugstad
",VP of Engineering,http://www.linkedin.com/in/chrisbjugstad
https://www.sprocketsecurity.com/,Matthew Howard,Global Head of Talent,http://www.linkedin.com/in/matthew-c-howard
https://www.sprocketsecurity.com/,"Casey Cammilleri
",CEO & Founder,http://www.linkedin.com/in/casey-cammilleri-51929a23
https://www.sprocketsecurity.com/,Gaurav Kulkarni,Chief Operating Officer,http://www.linkedin.com/in/gaurav-kulkarni-4214388
https://reach.security/,Colt Blackmore,Co-Founder and CTO,http://www.linkedin.com/in/coltb
https://reach.security/,"Garrett Hamilton
",Co-Founder and CEO,http://www.linkedin.com/in/garrett-hamilton-1222495b
https://ascentplatform.io/,,,
http://healthcarefoundry.com,,,
https://www.toku.com,Kenneth O'Friel,CEO & Co-founder,http://www.linkedin.com/in/kenneth-o-friel-234ab073
https://www.toku.com,Dominika Stobiecka,Co-Founder,http://www.linkedin.com/in/dom-stobiecka
http://www.spacetango.com/,,,
https://www.vizcom.ai,Kaelan Richards,Cofounder/CTO,http://www.linkedin.com/in/kaelanr
https://www.vizcom.ai,Jordan Taylor,Co-founder & CEO,http://www.linkedin.com/in/jordan-taylor-4490797a
https://www.vizcom.ai,Greg Blovits,Chief Operations Officer,http://www.linkedin.com/in/gregblovits
https://www.vizcom.ai,Eden McFadden,Head of People & Culture,http://www.linkedin.com/in/edenmcfadden
https://mimic.com,,,
https://www.circular.co,,,
https://www.sagetap.io,Kevin Hughes,Co-Founder,http://www.linkedin.com/in/kevinhcondon
https://www.sagetap.io,Sahil Khanna,Co-founder,http://www.linkedin.com/in/sahilkhanna208
https://refine.dev/,,,
https://www.disastertech.com/,,,
https://www.quintessent.com/,Alan Liu,CEO & Co-Founder,http://www.linkedin.com/in/alanyliu
https://www.quintessent.com/,Brian Koch,Vice President of Engineering,http://www.linkedin.com/in/brian-koch-b622978
https://dandelionhealth.ai,,,
https://niobiummicrosystems.com/,Katie Silver,Recruiter,http://www.linkedin.com/in/katie-silver-631511219
https://niobiummicrosystems.com/,Robert Wiltbank,Founder and Executive Board Chair (CEO from 2019-2022),http://www.linkedin.com/in/robert-wiltbank-00196
https://niobiummicrosystems.com/,Georgios Dimou,Co-founder & Head of Hardware,http://www.linkedin.com/in/georgios-dimou-77a6b43
https://niobiummicrosystems.com/,Matt Farrell,Chief Operating Officer,http://www.linkedin.com/in/mfarrelldayton
https://niobiummicrosystems.com/,David Archer,Chief Technology Officer,http://www.linkedin.com/in/davearcher0
https://niobiummicrosystems.com/,Brian Shirai,Software Engineering Manager,http://www.linkedin.com/in/brianshirai
https://niobiummicrosystems.com/,Kevin Yoder,President and CEO,http://www.linkedin.com/in/kevin-yoder-2ba895a
https://subeca.com/,,,
https://buildforce.com/,Michael Orcutt,Co-founder & CTO,http://www.linkedin.com/in/michael-orcutt-31823699
https://buildforce.com/,Hector Almanza,Talent Operations Manager,http://www.linkedin.com/in/hector-almanza-879b5580
https://buildforce.com/,Jose Arguelles,Talent Operations Manager,http://www.linkedin.com/in/jose-arguelles-927b16199
https://buildforce.com/,Patricia Almazan,Senior Talent Operations Manager,http://www.linkedin.com/in/patricia-almazan-6948b1227
https://buildforce.com/,Gabrielle Noe,Talent Operations Manager,http://www.linkedin.com/in/gabrielle-noe-96b580213
https://buildforce.com/,Vu Brown,Co-Founder & COO,http://www.linkedin.com/in/alexvubrown
https://buildforce.com/,Moody Heard,Co-Founder & CEO,http://www.linkedin.com/in/moody-heard-4a385570
https://nodeshift.com,,,
https://myota.io,,,
https://onenotary.us,Ivan Zinkov,Co-Founder/CEO,http://www.linkedin.com/in/ivan-zinkov-2946a252
https://onenotary.us,Pavlo Pechenyi,Chief Technology Officer,http://www.linkedin.com/in/pavlo-pechenyi
https://homium.io/,,,
https://www.datashapes.com,,,
https://www.ubicloud.com,,,
https://www.prophet.security,,,
https://www.withdaydream.com/,Thenuka Karunaratne,CEO and Co-Founder,http://www.linkedin.com/in/thenuka
https://www.withdaydream.com/,Wesley Sheh,Chief of Staff,http://www.linkedin.com/in/wesleysheh
https://www.withdaydream.com/,Shravan Rajinikanth,CTO & Co-Founder,http://www.linkedin.com/in/shravan-rajinikanth
https://superlinked.com,,,
https://www.cucollaborate.com/,,,
https://www.thefolklore.com,Amira Rasool,Founder & CEO ,https://www.linkedin.com/in/amira-rasool/
https://enerflo.io:443/,,,
https://pitchly.com,,,
https://prompt.io,Jason Spencer,Co-Founder,http://www.linkedin.com/in/jason-spencer-4615124
https://prompt.io,Dan Tramte,Founder of Score Follower & Solutions Engineer,http://www.linkedin.com/in/dan-tramte-5b6a51190
https://prompt.io,Phil Gordon,"CEO, Founder",http://www.linkedin.com/in/philnolimits
https://prompt.io,Barb Smith,Chief Operating Officer,http://www.linkedin.com/in/bsmithgordon
https://prompt.io,Scott Fortin,CTO,http://www.linkedin.com/in/scfortin
https://prompt.io,Mathew Sorensen,VP Engineering,http://www.linkedin.com/in/mathew-sorensen-471278233
https://simpleclosure.com/,,,
https://dosu.dev/,Devin Stein,Founder,http://www.linkedin.com/in/devin-stein-087148107
https://betterworld.org/,,,
https://www.peoplereign.io/,Matt Parker,Co-Founder & Head of Technology,http://www.linkedin.com/in/matthewdeanparker
https://www.peoplereign.io/,Dan Turchin,Chief Executive Officer,http://www.linkedin.com/in/dturch
http://www.voxelinnovations.com,,,
https://www.diagon.ai/,,,
https://halcyon.eco/,,,
https://www.zulupods.com,Daniella Sladen,Co-Founder and CTO,http://www.linkedin.com/in/daniellasladen
https://www.zulupods.com,Robert Sladen,Chairman & CEO,http://www.linkedin.com/in/robert-sladen-mba-9746b327
https://www.openpipe.ai/,David Corbitt,Co-Founder,http://www.linkedin.com/in/david-corbitt-16195b113
https://www.openpipe.ai/,Kyle Corbitt,Founder,http://www.linkedin.com/in/kyle-corbitt-9a988458
http://www.accelo.com,Glenn Fowler,"Co-founder, CTO, & Code Monkey",http://www.linkedin.com/in/glenn-fowler-47b37818
http://www.accelo.com,Eamonn Bell,Co-founder & Managing Director,http://www.linkedin.com/in/eamonn-bell-78a63721
http://www.accelo.com,Jim Culverwell,Senior Vice President of Engineering,http://www.linkedin.com/in/jimculverwell
http://www.accelo.com,Karen Sawyer,Chief Executive Officer,http://www.linkedin.com/in/karen-sawyer-b80b484
http://www.accelo.com,Kaitlin Gutrich,Senior Vice President of Operations,http://www.linkedin.com/in/kaitlin-gutrich-3732a588
http://www.guidetodoor.com/,,,
https://backpack.exchange,,,
https://www.moonflow.ai,,,
https://tryloop.ai/,Anand Karthik,Co-Founder,http://www.linkedin.com/in/anandkarthik
https://tryloop.ai/,Sundar Annamalai,Co-Founder,http://www.linkedin.com/in/sundar-annamalai-117658b6
https://tryloop.ai/,Vinod Pachipulusu,Co-Founder,http://www.linkedin.com/in/vinod-pachipulusu-5b42a828
https://www.jobpixel.com,,,
https://newhomesmate.com/,Jennifer Sola,Talent Acquisition Partner,http://www.linkedin.com/in/jennifer-sola-744a34232
https://newhomesmate.com/,Christina Caccavale,Head of People,http://www.linkedin.com/in/ccaccavale
https://newhomesmate.com/,Tetiana Hruzinska,Talent Partner,http://www.linkedin.com/in/tetiana-hruzinska-941283160
https://newhomesmate.com/,Sofia Vyshnevska,Co-Founder and COO,http://www.linkedin.com/in/sofia-vyshnevska-a42a10a3
https://newhomesmate.com/,Dan Hnatkovskyy,CEO and Co-founder,http://www.linkedin.com/in/dan-hnatkovskyy-03238a55
https://abstract.us,Mohammed Hayat,Co-Founder & CTO,http://www.linkedin.com/in/mjhayat
https://abstract.us,Pat Utz,Co-Founder & CEO,http://www.linkedin.com/in/patrick-utz
https://abstract.us,Matthew Chang,Co-Founder | Chief Operating Officer & Chief Product Officer,http://www.linkedin.com/in/itsmatthewchang
https://cyvl.ai/,Jennifer Neves,Talent Acquisition Lead,http://www.linkedin.com/in/jenniferneves
https://cyvl.ai/,Noah Budris,Co-Founder,http://www.linkedin.com/in/noah-budris-27b37a13b
https://cyvl.ai/,Daniel Pelaez,CEO,http://www.linkedin.com/in/d-pelaez
https://schematichq.com,,,
https://www.jurny.com/,,,
https://insanecyber.com,Dan Gunter,Founder & CEO,http://www.linkedin.com/in/dan-gunter
https://anthropos.work,Stefano Bellasio,CEO & Founder,http://www.linkedin.com/in/stefanobellasio
https://anthropos.work,Richard Jomaa,CEO,http://www.linkedin.com/in/richard-jomaa-36460b19
https://anthropos.work,Juan Munoz,Principal CEO,http://www.linkedin.com/in/juan-gabriel-restrepo-mu%c3%b1oz-3aa12128
https://www.drivego.com,,,
https://iask.ai/,,,
https://rainwalk.io/,,,
http://www.rallyuxr.com,Tim Menke,Co-founder and Chief Operating Officer,http://www.linkedin.com/in/tim-menke-781963ba
http://www.rallyuxr.com,Youngkyu Sung,Co-Founder and Chief Science Officer (CSO),http://www.linkedin.com/in/youngkyu-sung-07888a117
http://www.rallyuxr.com,Leon Ding,"Co-Founder, Head of Measurement and Calibration",http://www.linkedin.com/in/leon-ding-948239265
http://www.rallyuxr.com,Bharath Kannan,CEO,http://www.linkedin.com/in/bharath-kannan-78214478
http://www.rallyuxr.com,Simon Gustavsson,President and CTO,http://www.linkedin.com/in/simon-gustavsson-1a0200b6
https://parspec.io,,,
http://www.rallyuxr.com,Alec Robins,Co-Founder & CTO,http://www.linkedin.com/in/alecrobins
http://www.rallyuxr.com,Smith Danela,Professional Recruiter,http://www.linkedin.com/in/smith-danela-166b102bb
http://www.rallyuxr.com,Oren Friedman,Co-Founder & CEO,http://www.linkedin.com/in/oren-friedman-59b11a37
http://www.rallyuxr.com,Ugne Starkute,"Co-founder, researcher, educator",http://www.linkedin.com/in/ugn%c4%97-barbora-starkut%c4%97-97ab7288
https://www.telgorithm.com/,,,
https://www.condoit.io,,,
https://www.delightree.com/,,,
https://www.foundationhealth.com,,,
https://www.rapidcanvas.ai,,,
https://bettercomp.com,Derek Watson,CTO and Co-Founder,http://www.linkedin.com/in/derek-watson-7854703
https://bettercomp.com,Sandra Leon,Co-Founder and Chief Customer Officer,http://www.linkedin.com/in/sandra-leon-b405a4
https://bettercomp.com,Alan Miegel,Co-Founder and CEO at BetterComp,http://www.linkedin.com/in/alanmiegel
https://bettercomp.com,Jenny Wilkins,Head of People,http://www.linkedin.com/in/jennyberkedal
https://bettercomp.com,Spencer Chastain,Engineering Manager,http://www.linkedin.com/in/spencer-chastain-aaabaa5
https://bettercomp.com,Sierra Hogan,Talent Acquisition Partner (Consultant),http://www.linkedin.com/in/sierrahogan
https://www.ShipAngel.com,,,
https://prowler.com,,,
https://www.activatework.org/,Lorenzo Walter,Junior Recruiter,http://www.linkedin.com/in/lorenzo-walter-a008aa247
https://www.activatework.org/,Chris Magyar,Director of Talent Solutions,http://www.linkedin.com/in/christophermagyar
https://www.activatework.org/,Helen Hayes,Founder/CEO,http://www.linkedin.com/in/helen-young-hayes-86717327
https://www.activatework.org/,Kathryn Harris,President & COO & Managing Director Denver at Per Scholas,http://www.linkedin.com/in/kathryn-harris-0b26078
https://www.juicerpricing.com,,,
https://siftwell.ai/,,,
https://rapidfire.ai/,,,
https://peerdb.io/,,,
https://www.averlon.ai/,,,
https://www.CureMint.io,,,
https://indicio.tech,Trevor Butterworth,Co-founder and Vice President of Communications & Governance,http://www.linkedin.com/in/trevorwbutterworth
https://indicio.tech,Heather Dahl,Chief Executive Officer,http://www.linkedin.com/in/heathercdahl
